firm,cik,phone,leads,title,money_raised
SKM One Commerce LLC,0002101492,917-449-5105,"[{'name': 'Benjamin Rubin', 'role': 'Executive Officer', 'cik': '0002101492'}, {'name': 'Samuel Kirschenbaum', 'role': 'Executive Officer', 'cik': '0002101492'}]",Executive Officer,9405000
SCI Growth & Income Fund V LLC,0002101502,8332274359,"[{'name': '* Sunrise Manager V LLC', 'role': 'Executive Officer', 'cik': '0002101502'}, {'name': 'Brian Spear', 'role': 'Executive Officer', 'cik': '0002101502'}, {'name': 'Kevin Bupp', 'role': 'Executive Officer', 'cik': '0002101502'}]",Executive Officer,10796000
Boom Supersonic 30F II a Series of Denver Angels LLC,0002101510,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101510'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101510'}]",Executive Officer,3502000
Entropy-DG a Series of CGF2021 LLC,0002101520,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101520'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101520'}]",Executive Officer,268500
Keeling Capital Fervo E SPV a Series of CGF2021 LLC,0002101521,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101521'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101521'}]",Executive Officer,4248850
Agile 33 II a Series of Denver Angels LLC,0002101540,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101540'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101540'}]",Executive Officer,1081000
Supra Elemental Recovery a Series of CGF2021 LLC,0002101583,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101583'}]",Director,104500
Privateer Verdant Ventures NOV2025 a Series of CGF2021 LLC,0002101584,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101584'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101584'}]",Executive Officer,3683525
Terrarium II a Series of CompanyVentures LLC,0002101587,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101587'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101587'}]",Executive Officer,350000
DCP PP IX a Series of CGF2021 LLC,0002101593,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101593'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101593'}]",Executive Officer,160000
PPVP GP a Series of Pari Passu Master II LLC,0002101595,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101595'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101595'}]",Executive Officer,3175000
Material Difference Inc.,0002101599,4155038688,"[{'name': 'Gabriel Yoong', 'role': 'Executive Officer', 'cik': '0002101599'}, {'name': 'Luke Cullen', 'role': 'Director', 'cik': '0002101599'}, {'name': 'Sophie Purdom', 'role': 'Director', 'cik': '0002101599'}]",Director,2499999
Six Point G2 I a Series of CGF2021 LLC,0002101603,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101603'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101603'}]",Executive Officer,375311
Via AI SAFE a Series of TBD Angels Master LLC,0002101640,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101640'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101640'}]",Executive Officer,207000
CC SX III a Series of CGF2021 LLC,0002101643,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101643'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101643'}]",Executive Officer,615000
PEG A Fund L.P.,0002101647,212-270-6000,"[{'name': 'N/A J.P. Morgan Investment Management Inc.', 'role': 'Executive Officer', 'cik': '0002101647'}, {'name': 'N/A GPE GP LLC', 'role': 'Executive Officer', 'cik': '0002101647'}, {'name': 'N/A Trident Fund Services, Inc.', 'role': 'Executive Officer', 'cik': '0002101647'}, {'name': 'Brian Visel', 'role': 'Director', 'cik': '0002101647'}, {'name': 'Dan Smith', 'role': 'Director', 'cik': '0002101647'}, {'name': 'Andrew Oliver', 'role': 'Director', 'cik': '0002101647'}, {'name': 'N/A J.P. Morgan Securities LLC', 'role': 'Promoter', 'cik': '0002101647'}]",Promoter,110000000
"Amphix Bio, Inc.",0002101704,720-840-7327,"[{'name': 'Nicholas Sather', 'role': 'Executive Officer', 'cik': '0002101704'}, {'name': 'Samuel Stupp', 'role': 'Executive Officer', 'cik': '0002101704'}, {'name': 'Kok-Wai Wong', 'role': 'Director', 'cik': '0002101704'}, {'name': 'John Potocsnak', 'role': 'Director', 'cik': '0002101704'}, {'name': 'Stephen Wilson', 'role': 'Director', 'cik': '0002101704'}]",Director,10300000
"xBuilders Fund II, LP",0002101707,9176698609,"[{'name': '- Blockchain Builders, LLC', 'role': 'Executive Officer', 'cik': '0002101707'}, {'name': '- xBuilders Fund II GP, LLC', 'role': 'Executive Officer', 'cik': '0002101707'}, {'name': 'Gil Rosen', 'role': 'Executive Officer', 'cik': '0002101707'}]",Executive Officer,0
"Fund I, a series of Very Serious Ventures, LP",0002101739,(360) 340-9337,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002101739'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002101739'}]",Director,250000
SKB-Courthouse LLC,0002101772,5032202600,"[{'name': 'Todd Gooding', 'role': 'Executive Officer', 'cik': '0002101772'}]",Executive Officer,317500
Elite Prime Equity LLC,0002101810,6022912373,"[{'name': 'Ian Krekelberg', 'role': 'Executive Officer', 'cik': '0002101810'}]",Executive Officer,0
"RTZN Brands, LLC",0002101820,(484) 319-8076,"[{'name': 'Brendan Cawley', 'role': 'Executive Officer', 'cik': '0002101820'}, {'name': 'David Martinsek', 'role': 'Executive Officer', 'cik': '0002101820'}, {'name': 'Jeffrey Shanahan', 'role': 'Director', 'cik': '0002101820'}, {'name': 'Adam King', 'role': 'Director', 'cik': '0002101820'}]",Director,14999660
"Formation Wave 1, a series of Formation Wave, LP",0002101874,(360) 340-9337,"[{'name': 'N/A Formation VC Fund I GP, LLC', 'role': 'Director', 'cik': '0002101874'}, {'name': 'Leeor Mushin', 'role': 'Executive Officer', 'cik': '0002101874'}]",Executive Officer,550000
Samarthya OrbitFab November 2025 a Series of CGF2021 LLC,0002101889,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101889'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101889'}]",Executive Officer,641158
FARM LIFE MARKET LLC,0002101911,3477771017,"[{'name': 'Thanda Robb', 'role': 'Executive Officer', 'cik': '0002101911'}]",Executive Officer,0
Torus Related Composition Master Fund LP,0002101934,345-949-9876,"[{'name': 'n/a Voleon Composition Manager, LP', 'role': 'Promoter', 'cik': '0002101934'}, {'name': 'n/a Voleon Capital Management LP', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Michael Kharitonov', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Jon McAuliffe', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Jeremy Rosenblatt', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Lee Koffler', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Julianne Dixon', 'role': 'Executive Officer', 'cik': '0002101934'}, {'name': 'Stephen Terry', 'role': 'Executive Officer', 'cik': '0002101934'}]",Executive Officer,0
"NC Mermaid Co-Invest Beta, L.P.",0002101939,44 (0) 1534 605 100,"[{'name': 'Natasha Lyons', 'role': 'Director', 'cik': '0002101939'}, {'name': 'Michael Kelly', 'role': 'Director', 'cik': '0002101939'}, {'name': 'Ian Glynn', 'role': 'Director', 'cik': '0002101939'}]",Director,0
"NC Mermaid Co-Invest Alpha, L.P.",0002101940,44 (0) 1534 605 100,"[{'name': 'Natasha Lyons', 'role': 'Director', 'cik': '0002101940'}, {'name': 'Michael Kelly', 'role': 'Director', 'cik': '0002101940'}, {'name': 'Ian Glynn', 'role': 'Director', 'cik': '0002101940'}]",Director,0
"NC Apex Co-Invest Beta, L.P.",0002101942,44 (0) 1534 605 100,"[{'name': 'Ian Glynn', 'role': 'Director', 'cik': '0002101942'}, {'name': 'Michael Kelly', 'role': 'Director', 'cik': '0002101942'}, {'name': 'Natasha Lyons', 'role': 'Director', 'cik': '0002101942'}]",Director,0
Coatue CT 165 LLC,0002101947,212-715-5100,"[{'name': '-- Coatue Capital CI, LP', 'role': 'Executive Officer', 'cik': '0002101947'}]",Executive Officer,0
PhaseFront Inc.,0002101954,1 408-464-4584,"[{'name': 'Edwin Noma', 'role': 'Executive Officer', 'cik': '0002101954'}]",Executive Officer,12000
"YO-1125 Fund I, a series of The Fund Series, LP",0002101963,2068016359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002101963'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002101963'}]",Director,59174
"Queen City Certified, Inc.",0002101978,(617) 785-5098,"[{'name': 'Nicole Armstrong', 'role': 'Executive Officer', 'cik': '0002101978'}]",Executive Officer,20000
Obais Ltd,0002101979,662 2215665,"[{'name': 'CARL MACKINDER', 'role': 'Director', 'cik': '0002101979'}]",Director,100000
Immunovec Nov 2025 a Series of CGF2021 LLC,0002101994,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002101994'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002101994'}]",Executive Officer,1725000
Essentia Ventures - SELECT - PS-A SPV a Series of CGF2021 LLC,0002102007,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102007'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102007'}]",Executive Officer,491975
High Line Capital I a Series of CGF2021 LLC,0002102014,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102014'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102014'}]",Executive Officer,490000
"Loonen Opco, Inc.",0002102027,18009341428,"[{'name': 'Clara Sieg', 'role': 'Executive Officer', 'cik': '0002102027'}, {'name': 'David Kimmell', 'role': 'Executive Officer', 'cik': '0002102027'}, {'name': 'Andrew Mitchell', 'role': 'Director', 'cik': '0002102027'}]",Director,6099995
"HRE Salem Gate Partner, LP",0002102042,(305) 970-1788,"[{'name': 'Andrew Remick', 'role': 'Executive Officer', 'cik': '0002102042'}, {'name': 'David Moret', 'role': 'Executive Officer', 'cik': '0002102042'}, {'name': 'Matt Papunen', 'role': 'Executive Officer', 'cik': '0002102042'}, {'name': 'David Milgram', 'role': 'Executive Officer', 'cik': '0002102042'}]",Executive Officer,4800000
Yeahchain Tech LTD,0002102061,2126769260,"[{'name': 'PAIGE CHISHOLM', 'role': 'Director', 'cik': '0002102061'}]",Director,0
Rekubit Tech LTD,0002102064,4804661838,"[{'name': 'ELIZABETH LANDERS', 'role': 'Director', 'cik': '0002102064'}]",Director,0
PMCYBIT INC,0002102065,2084940082,"[{'name': 'ALEXANDER JURGIEWICH', 'role': 'Director', 'cik': '0002102065'}]",Director,0
HPEDBIT INC.,0002102066,9046319158,"[{'name': 'ARAN TAKENOUCHI', 'role': 'Director', 'cik': '0002102066'}]",Director,0
EGV Dynamo XIV a Series of CGF2021 LLC,0002102076,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102076'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102076'}]",Executive Officer,2285000
AVAcore Technologies a Series of CGF2021 LLC,0002102079,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102079'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102079'}]",Executive Officer,20000
Starfield III Nov 2025 a Series of CGF2021 LLC,0002102081,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102081'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102081'}]",Executive Officer,352582
Plurality Digital dba Shoplift a Series of CGF2021 LLC,0002102088,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102088'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102088'}]",Executive Officer,80000
RHODIUM a Series of CGF2021 LLC,0002102098,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102098'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102098'}]",Executive Officer,85000
Imprint SPV a Series of CGF2021 LLC,0002102099,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102099'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102099'}]",Executive Officer,14962449
Paradromics I a Series of Republic Deal Room Master Fund LLC,0002102100,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102100'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102100'}]",Executive Officer,370000
NKM DG a Series of CGF2021 LLC,0002102102,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102102'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102102'}]",Executive Officer,263145
xAI 2025(2) a Series of CGF2021 LLC,0002102114,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002102114'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002102114'}]",Executive Officer,272500
"Capital Fundings Mortgage REIT, LLC",0002102124,407-203-0300,"[{'name': 'Alex Bogumil', 'role': 'Executive Officer', 'cik': '0002102124'}, {'name': 'Constantine Blinkov', 'role': 'Executive Officer', 'cik': '0002102124'}]",Executive Officer,62500
GIP Special Opportunities Fund Series LP - GIP Special Opportunities Series 5,0002102125,800-927-9800,"[{'name': 'N/A GIP Special Opportunities GP LLC', 'role': 'Promoter', 'cik': '0002102125'}, {'name': 'Cyrus de Weck', 'role': 'Director', 'cik': '0002102125'}, {'name': 'Daniel Yu', 'role': 'Director', 'cik': '0002102125'}, {'name': 'Kristina Caruana', 'role': 'Director', 'cik': '0002102125'}, {'name': 'N/A General Industrial Partners LLP', 'role': 'Promoter', 'cik': '0002102125'}]",Promoter,34967986
"Two Sigma Aurora Cayman Fund, Ltd.",0002102129,345-815-1400,"[{'name': 'Ian Pilgrim', 'role': 'Director', 'cik': '0002102129'}, {'name': 'James Keyes', 'role': 'Director', 'cik': '0002102129'}, {'name': 'Warren Keens', 'role': 'Director', 'cik': '0002102129'}]",Director,78862764
IRONMAN NCE QOF LP,0002102146,8129873925,"[{'name': 'Jayesh Sheth', 'role': 'Director', 'cik': '0002102146'}]",Director,0
KRC PEX Feeder Unblocked LP,0002102152,416-846-1658,"[{'name': 'KRC PEX GP Inc.', 'role': 'Promoter', 'cik': '0002102152'}]",Promoter,1387035
KRC PEX Feeder Blocked LP,0002102154,416-846-1658,"[{'name': 'KRC PEX GP Inc.', 'role': 'Promoter', 'cik': '0002102154'}]",Promoter,44952185
HarbourVest Access - Dover Street XII LLC,0002102156,617-348-3707,"[{'name': 'David Atterbury', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Paula Drake', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Corentin Du Roy De Blicquy', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Carolina Espinal', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Timothy Flower', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Brett Gordon', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Ryan Gunther', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'James Kase', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Jeffrey Keay', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Ian Lane', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Peter Lipson', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Hemal Mirani', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Michael Pugatch', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Alex Rogers', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Rajesh Senapati', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Gregory Stento', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'John Toomey, Jr.', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Mary Traer', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Scott Voss', 'role': 'Executive Officer', 'cik': '0002102156'}, {'name': 'Kelvin Yap', 'role': 'Executive Officer', 'cik': '0002102156'}]",Executive Officer,0
"NW Exit 13 Partners, LLC",0002102163,(770) 633-2963,"[{'name': 'Wayne Nelson', 'role': 'Executive Officer', 'cik': '0002102163'}, {'name': 'Robert Hermandson', 'role': 'Executive Officer', 'cik': '0002102163'}, {'name': 'Austin Anderson', 'role': 'Executive Officer', 'cik': '0002102163'}, {'name': 'CJ Davis', 'role': 'Executive Officer', 'cik': '0002102163'}]",Executive Officer,12231268
"OP 10 Music Circle VCF, LLC",0002102176,615-324-0780,"[{'name': 'N/A Oak Point Properties, LLC', 'role': 'Executive Officer', 'cik': '0002102176'}, {'name': 'James Granberry', 'role': 'Director', 'cik': '0002102176'}, {'name': 'Justin Albright', 'role': 'Executive Officer', 'cik': '0002102176'}, {'name': 'Luke Wood', 'role': 'Promoter', 'cik': '0002102176'}]",Promoter,2967000
"OP Station 40 Holdings, LLC",0002102177,615-324-0780,"[{'name': 'N/A Oak Point Properties, LLC', 'role': 'Executive Officer', 'cik': '0002102177'}, {'name': 'James Granberry', 'role': 'Director', 'cik': '0002102177'}, {'name': 'Justin Albright', 'role': 'Executive Officer', 'cik': '0002102177'}, {'name': 'Luke Wood', 'role': 'Promoter', 'cik': '0002102177'}]",Promoter,2609000
Altitude Cares Inc.,0002102185,(855) 552-5452,"[{'name': 'Prabhjot Singh', 'role': 'Executive Officer', 'cik': '0002102185'}, {'name': 'Abhishek Gupta', 'role': 'Executive Officer', 'cik': '0002102185'}, {'name': 'Margaret McKenna', 'role': 'Director', 'cik': '0002102185'}, {'name': 'Tanya Beja', 'role': 'Director', 'cik': '0002102185'}]",Director,6900000
Bommie Capital Crusoe II LLC,0002102217,6094360370,"[{'name': 'Mark Caccavo', 'role': 'Executive Officer', 'cik': '0002102217'}]",Executive Officer,1300500
"JCC Storage Lenders II, LLC",0002102288,425-677-8574,"[{'name': 'Kurt Ursich', 'role': 'Executive Officer', 'cik': '0002102288'}, {'name': 'Jeromy Salvesen', 'role': 'Executive Officer', 'cik': '0002102288'}, {'name': 'Matthew Akers', 'role': 'Executive Officer', 'cik': '0002102288'}]",Executive Officer,2525000
"EB5 Capital - Jobs Fund 46, LLC",0002102315,202-652-2437,"[{'name': 'N/A Manager Jobs Fund 46, LLC', 'role': 'Executive Officer', 'cik': '0002102315'}, {'name': 'Angelique Brunner', 'role': 'Executive Officer', 'cik': '0002102315'}]",Executive Officer,1600000
"Ajax Health Fund I-B, LP",0002102328,415-967-7763,"[{'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002102328'}, {'name': 'Kevin Foster', 'role': 'Executive Officer', 'cik': '0002102328'}]",Executive Officer,0
"Ajax Health Fund I, LP",0002102329,415-967-7763,"[{'name': 'Divesh Makan', 'role': 'Executive Officer', 'cik': '0002102329'}, {'name': 'Kevin Foster', 'role': 'Executive Officer', 'cik': '0002102329'}]",Executive Officer,0
AUTOSCOPE TECHNOLOGIES CORP,0000943034,(612) 438-2363,"[{'name': 'Lori Schug', 'role': 'Executive Officer', 'cik': '0000943034'}, {'name': 'Andrew Markese', 'role': 'Executive Officer', 'cik': '0000943034'}, {'name': 'Andrew Berger', 'role': 'Director', 'cik': '0000943034'}, {'name': 'Joseph Daly', 'role': 'Director', 'cik': '0000943034'}, {'name': 'Ezekiel Kruglick', 'role': 'Director', 'cik': '0000943034'}, {'name': 'Brian VanDerBosch', 'role': 'Director', 'cik': '0000943034'}, {'name': 'James Bracke', 'role': 'Director', 'cik': '0000943034'}]",Director,37484
ENB Financial Corp,0001437479,717-733-4181,"[{'name': 'Jeffrey Stauffer', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Rachel Bitner', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Douglas Barton', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Joselyn Strohm', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Nick Klein', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Adrienne Miller', 'role': 'Executive Officer', 'cik': '0001437479'}, {'name': 'Joshua Hoffman', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Willis Lefever', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Jay Martin', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Susan Nicholas', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Brian Reed', 'role': 'Director', 'cik': '0001437479'}, {'name': 'J Daniel Stoltzfus', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Mark Wagner', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Judith Weaver', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Roger Zimmerman', 'role': 'Director', 'cik': '0001437479'}, {'name': 'Jose Lopez', 'role': 'Director', 'cik': '0001437479'}]",Director,42500000
Orestone Mining Corp.,0001481857,604-629-1929,"[{'name': 'David Hottman', 'role': 'Director', 'cik': '0001481857'}, {'name': 'William Winfield', 'role': 'Director', 'cik': '0001481857'}, {'name': 'Mark Brown', 'role': 'Executive Officer', 'cik': '0001481857'}, {'name': 'Gary Nordin', 'role': 'Director', 'cik': '0001481857'}, {'name': 'John Kanderka', 'role': 'Director', 'cik': '0001481857'}, {'name': 'James Anderson', 'role': 'Director', 'cik': '0001481857'}]",Director,180068
"Aeovian Pharmaceuticals, Inc.",0001710088,510-961-1148,"[{'name': 'Allison Hulme', 'role': 'Executive Officer', 'cik': '0001710088'}, {'name': 'Micah Zajic', 'role': 'Executive Officer', 'cik': '0001710088'}, {'name': 'William Greene', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Justin Gover', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Richard Gaster', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Lars Ekman', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Nils Regge', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Themasap Khan', 'role': 'Director', 'cik': '0001710088'}, {'name': 'Youssef Bennani', 'role': 'Director', 'cik': '0001710088'}, {'name': 'John Kincaid', 'role': 'Executive Officer', 'cik': '0001710088'}, {'name': 'Davis Ryman', 'role': 'Executive Officer', 'cik': '0001710088'}]",Executive Officer,54999996
"HealthBridge Financial, Inc.",0001712468,800-931-8890,"[{'name': 'Greg Robinson', 'role': 'Director', 'cik': '0001712468'}, {'name': 'Mark Chess', 'role': 'Director', 'cik': '0001712468'}, {'name': 'Gregory VandenBosch', 'role': 'Executive Officer', 'cik': '0001712468'}, {'name': 'Hin-King Tai', 'role': 'Director', 'cik': '0001712468'}, {'name': 'Tami Reller', 'role': 'Director', 'cik': '0001712468'}, {'name': 'Gian Fulgoni', 'role': 'Director', 'cik': '0001712468'}, {'name': ""Amy O'Meara Chambers"", 'role': 'Executive Officer', 'cik': '0001712468'}, {'name': 'James Slubowski', 'role': 'Executive Officer', 'cik': '0001712468'}, {'name': 'Timothy Heger', 'role': 'Executive Officer', 'cik': '0001712468'}]",Executive Officer,20000000
Lemon Perfect Co,0001733260,626-695-2654,"[{'name': 'Yann-Alfred Hufnagel', 'role': 'Director', 'cik': '0001733260'}, {'name': 'Daniel Morad', 'role': 'Director', 'cik': '0001733260'}, {'name': 'Dave Lin', 'role': 'Director', 'cik': '0001733260'}, {'name': 'Carlton Fowler', 'role': 'Director', 'cik': '0001733260'}, {'name': 'Nadia Sawiris', 'role': 'Director', 'cik': '0001733260'}]",Director,9788063
"BREAKAWAY GROUP, INC.",0001777989,614-564-9291,"[{'name': 'ADAM LYNN', 'role': 'Executive Officer', 'cik': '0001777989'}, {'name': 'RYAN JANSEN', 'role': 'Executive Officer', 'cik': '0001777989'}, {'name': 'JOE MARCHESE', 'role': 'Director', 'cik': '0001777989'}, {'name': 'JAMES VAN ORSDEL', 'role': 'Promoter', 'cik': '0001777989'}]",Promoter,38343290
Cultivo Land PBC,0001811346,4156509943,"[{'name': 'BENJAMIN STONE', 'role': 'Executive Officer', 'cik': '0001811346'}, {'name': 'MANUEL PINUELA', 'role': 'Executive Officer', 'cik': '0001811346'}, {'name': 'BRACE YOUNG', 'role': 'Director', 'cik': '0001811346'}, {'name': 'LUCY THOMAS', 'role': 'Director', 'cik': '0001811346'}, {'name': 'HARRY MANISTY', 'role': 'Executive Officer', 'cik': '0001811346'}, {'name': 'TIMOTHY KRYSIEK', 'role': 'Director', 'cik': '0001811346'}, {'name': 'MARK TERCEK', 'role': 'Director', 'cik': '0001811346'}, {'name': 'JAMES CLIFTON', 'role': 'Executive Officer', 'cik': '0001811346'}, {'name': 'FRANCISCO MARTINEZ', 'role': 'Director', 'cik': '0001811346'}, {'name': 'PATRICIA ZURITA', 'role': 'Director', 'cik': '0001811346'}, {'name': 'REBECCA BRAVO', 'role': 'Executive Officer', 'cik': '0001811346'}]",Executive Officer,14000000
"Confianza, Inc.",0001828263,5615961356,"[{'name': 'Greg Johnson', 'role': 'Executive Officer', 'cik': '0001828263'}, {'name': 'Michelle Gouveia', 'role': 'Director', 'cik': '0001828263'}, {'name': 'Gretchen Hayes', 'role': 'Director', 'cik': '0001828263'}, {'name': 'Jeffrey Glazer', 'role': 'Director', 'cik': '0001828263'}, {'name': 'John Lucker', 'role': 'Director', 'cik': '0001828263'}]",Director,2457067
"Silver Bay Seafoods-Southeast, LLC",0001828421,(206) 693-3160,"[{'name': 'N/A Silver Bay Seafoods, L.LC.', 'role': 'Director', 'cik': '0001828421'}]",Director,176500
"ESC3, LLC",0002098176,(646) 360-3803,"[{'name': 'Elyssa Heller', 'role': 'Executive Officer', 'cik': '0002098176'}, {'name': 'Joshua Luger', 'role': 'Director', 'cik': '0002098176'}]",Director,558493
"Lonestar Data Holdings, Inc.",0001878497,832-725-8100,"[{'name': 'Christopher Stott', 'role': 'Executive Officer', 'cik': '0001878497'}, {'name': 'Bradley Harrison', 'role': 'Director', 'cik': '0001878497'}, {'name': 'Jose Hernandez', 'role': 'Director', 'cik': '0001878497'}, {'name': 'Carol Goldstein', 'role': 'Executive Officer', 'cik': '0001878497'}]",Executive Officer,6644900
"Power & Chandler Self Storage Partners, LLC",0001884419,1-866-828-6009,"[{'name': 'Shane Albers', 'role': 'Executive Officer', 'cik': '0001884419'}]",Executive Officer,250000
"Toms River Self Storage Partners, LLC",0001886602,866-828-6009,"[{'name': 'Shane Albers', 'role': 'Executive Officer', 'cik': '0001886602'}]",Executive Officer,500000
Blue Chip Capital Group Inc.,0001932213,(212) 324-3478,"[{'name': 'James DiPrima', 'role': 'Executive Officer', 'cik': '0001932213'}]",Executive Officer,135000
Blue Chip Capital Group Inc.,0001932213,(212) 324-3478,"[{'name': 'James DiPrima', 'role': 'Executive Officer', 'cik': '0001932213'}]",Executive Officer,250000
